wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,pillar,flagstone,flagstone,flagstone,pillar,flagstone,flagstone,flagstone,pillar,flagstone,flagstone,flagstone,pillar,flagstone,flagstone,flagstone,pillar,flagstone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,shallows,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,pillar,flagstone,flagstone,flagstone,pillar,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,pillar,flagstone,flagstone,flagstone,pillar,flagstone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,wall_stone,wall_stone,wall_stone,door,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,door,wall_stone,wall_stone,wall_stone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,urn,flagstone,flagstone,door,flagstone,flagstone,altar,flagstone,flagstone,door,flagstone,flagstone,flagstone,stair,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone
