wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber
wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber
wall_timber,flagstone,table,table,table,table,table,table,table,table,table,table,table,table,table,table,table,table,table,table,table,flagstone,wall_timber
wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber
wall_timber,flagstone,flagstone,hearth,flagstone,flagstone,flagstone,hearth,flagstone,flagstone,flagstone,hearth,flagstone,flagstone,flagstone,hearth,flagstone,flagstone,flagstone,hearth,flagstone,flagstone,wall_timber
wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber
wall_timber,flagstone,table,table,table,table,table,table,table,table,table,table,table,table,table,table,table,table,table,table,table,flagstone,wall_timber
wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber
wall_timber,wall_timber,wall_timber,door,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber,wall_timber,wall_timber,door,wall_timber,wall_timber,wall_timber,wall_timber
wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber
wall_timber,flagstone,flagstone,barrel,barrel,barrel,flagstone,flagstone,wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber,flagstone,flagstone,bed,bed,flagstone,wall_timber
wall_timber,flagstone,flagstone,barrel,barrel,barrel,flagstone,flagstone,wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber,flagstone,flagstone,bed,bed,flagstone,wall_timber
wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber,flagstone,flagstone,flagstone,flagstone,flagstone,wall_timber
wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,door,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber
wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber,wall_timber
