wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,table,table,table,table,table,table,table,table,table,table,table,table,table,flagstone,wall_stone
wall_stone,flagstone,table,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,table,flagstone,wall_stone
wall_stone,flagstone,table,flagstone,flagstone,flagstone,flagstone,shelf,shelf,shelf,flagstone,flagstone,flagstone,flagstone,table,flagstone,wall_stone
wall_stone,flagstone,table,flagstone,flagstone,flagstone,flagstone,shelf,shelf,shelf,flagstone,flagstone,flagstone,flagstone,table,flagstone,wall_stone
wall_stone,flagstone,table,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,table,flagstone,wall_stone
wall_stone,flagstone,table,table,table,table,table,table,flagstone,table,table,table,table,table,table,flagstone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,wall_stone,wall_stone,wall_stone,door,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,door,wall_stone,wall_stone,wall_stone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,brazier,flagstone,flagstone,door,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone
