wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,pillar,pillar,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,hearth,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,shelf,shelf,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,pillar,pillar,flagstone,flagstone,flagstone,door,flagstone,flagstone,flagstone,flagstone,rug,flagstone,flagstone,flagstone,flagstone,door,flagstone,flagstone,flagstone,shelf,shelf,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,rug,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,door,wall_stone,wall_stone,wall_stone,flagstone,flagstone,flagstone,flagstone,rug,flagstone,flagstone,flagstone,flagstone,wall_stone,wall_stone,wall_stone,door,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,pillar,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,pillar,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,flagstone,pillar,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,pillar,flagstone,flagstone,flagstone,wall_stone
