wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone
wall_stone,mushroom,mushroom,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,mushroom,mushroom,wall_stone
wall_stone,mushroom,flagstone,flagstone,flagstone,stall,flagstone,stall,flagstone,stall,flagstone,stall,flagstone,stall,flagstone,stall,flagstone,flagstone,flagstone,mushroom,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,mushroom,flagstone,flagstone,flagstone,stall,flagstone,stall,flagstone,stall,flagstone,stall,flagstone,stall,flagstone,stall,flagstone,flagstone,flagstone,mushroom,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,mushroom,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,mushroom,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone
wall_stone,mushroom,flagstone,flagstone,flagstone,stall,flagstone,stall,flagstone,stall,flagstone,stall,flagstone,stall,flagstone,stall,flagstone,flagstone,flagstone,mushroom,wall_stone
wall_stone,mushroom,mushroom,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,mushroom,mushroom,wall_stone
wall_stone,wall_stone,wall_stone,wall_stone,door,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,door,wall_stone,wall_stone,wall_stone,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,mushroom,wall_stone
wall_stone,flagstone,flagstone,crate,flagstone,flagstone,door,flagstone,flagstone,flagstone,flagstone,counter,flagstone,flagstone,flagstone,flagstone,door,flagstone,flagstone,mushroom,wall_stone
wall_stone,flagstone,flagstone,crate,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,counter,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,mushroom,wall_stone
wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,flagstone,wall_stone,flagstone,flagstone,mushroom,wall_stone
wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone,wall_stone
